asv	origin	relative_abundance
ASV 2248 PLTA13	Modern marine	6.0088149315045166e-6
ASV 2249 Woesearchaeia	Modern marine	5.257713065066452e-6
ASV 2250 Methyloligellaceae	Modern marine	6.259182220317206e-6
ASV 2251 Betaproteobacteriales	Modern marine	6.259182220317205e-6
ASV 2252 Betaproteobacteriales	Modern marine	6.008814931504517e-6
ASV 2253 Omnitrophicaeota	Modern marine	6.259182220317205e-6
ASV 2254 Spirochaeta 2	Modern marine	8.011753242006022e-6
ASV 2255 Betaproteobacteriales	Modern marine	5.758447642691829e-6
ASV 2256 Betaproteobacteriales	Modern marine	5.257713065066452e-6
ASV 2257 Sulfurisoma	Modern marine	6.259182220317205e-6
ASV 2258 GOUTA6	Modern marine	1.4771670039948604e-5
ASV 2259 Betaproteobacteriales	Modern marine	6.259182220317205e-6
ASV 2260 Betaproteobacteriales	Modern marine	5.257713065066452e-6
ASV 2261 Rhodocyclaceae	Modern marine	5.758447642691829e-6
ASV 2262 Desulfobulbaceae	Modern marine	5.257713065066452e-6
ASV 2263 Syntrophus	Modern marine	6.259182220317205e-6
ASV 2264 GOUTA6	Modern marine	5.257713065066453e-6
ASV 2265 vadinBA26	Modern marine	5.508080353879141e-6
ASV 2266 Woesearchaeia	Modern marine	5.758447642691828e-6
ASV 2267 Paraperlucidibaca	Modern marine	5.758447642691829e-6
ASV 2268 Rheinheimera	Modern marine	5.758447642691829e-6
ASV 2269 Betaproteobacteriales	Modern marine	6.008814931504517e-6
ASV 2270 Acholeplasma	Old saline	1.65020882316434e-5
ASV 2271 Rhizobiaceae	Old saline	1.65020882316434e-5
ASV 2272 Candidatus Magasanikbacteria	Old saline	1.9372016619755295e-5
ASV 2273 Rhodobacteraceae	Old saline	1.9372016619755295e-5
ASV 2274 Bacteria	Old saline	1.65020882316434e-5
ASV 2275 Anaerolineae	Old saline	1.65020882316434e-5
ASV 2276 Christensenellaceae R-7_group	Old saline	1.65020882316434e-5
ASV 2277 Acinetobacter	Old saline	1.65020882316434e-5
ASV 2278 Rhizobiaceae	Modern marine	5.508080353879141e-6
ASV 2279 Thermodesulfovibrionia	Modern marine	5.758447642691829e-6
ASV 2280 Candidatus Falkowbacteria	Modern marine	5.758447642691829e-6
ASV 2281 Candidatus Falkowbacteria	Modern marine	5.758447642691829e-6
ASV 2282 Sva0485	Modern marine	5.758447642691829e-6
ASV 2283 vadinBA26	Meteoric	0.001103004195887583
ASV 2284 Candidatus Komeilibacteria	Modern marine	3.755509332190323e-6
ASV 2285 Veillonella	Old saline	1.2197195649475557e-5
ASV 2286 0319-6G20	Modern marine	5.508080353879141e-6
ASV 2287 Candidatus Falkowbacteria	Modern marine	5.508080353879141e-6
ASV 2288 Candidatus Uhrbacteria	Modern marine	5.758447642691829e-6
ASV 2289 Omnitrophicaeota	Modern marine	5.758447642691829e-6
ASV 2290 Candidatus Staskawiczbacteria	Modern marine	3.0044074657522587e-6
ASV 2291 Candidatus Kerfeldbacteria	Modern marine	1.7525710216888175e-6
ASV 2292 Sphingobacteriales	Modern marine	5.257713065066453e-6
ASV 2293 BRC1	Modern marine	2.0029383105015055e-6
ASV 2294 LCP-89	Modern marine	5.508080353879141e-6
ASV 2295 Actinobacteria	Modern marine	5.758447642691829e-6
ASV 2296 Patescibacteria	Modern marine	4.756978487441076e-6
ASV 2297 Latescibacteria	Modern marine	1.0014691552507528e-6
ASV 2298 Deltaproteobacteria	Modern marine	1.5022037328761291e-6
ASV 2299 Desulfarculaceae	Modern marine	6.759916797942582e-6
ASV 2300 Campylobacterales	Old saline	1.5784606134615427e-5
ASV 2301 Candidatus Falkowbacteria	Modern marine	5.758447642691829e-6
ASV 2302 Nitrospira	Modern marine	5.5080803538791415e-6
ASV 2303 Sh765B-AG-111	Modern marine	5.758447642691829e-6
ASV 2304 Parcubacteria	Modern marine	5.508080353879141e-6
ASV 2305 Campylobacterales	Modern marine	5.758447642691829e-6
ASV 2306 Omnitrophicaeota	Modern marine	6.0088149315045166e-6
ASV 2307 Dehalococcoidia	Modern marine	6.008814931504517e-6
ASV 2308 Burkholderiaceae	Old saline	1.865453452272732e-5
ASV 2309 Methyloversatilis	Modern marine	6.008814931504517e-6
ASV 2310 Dehalococcoidia	Modern marine	6.259182220317205e-6
ASV 2311 Patescibacteria	Modern marine	5.758447642691829e-6
ASV 2312 Candidatus Falkowbacteria	Modern marine	5.508080353879141e-6
ASV 2313 Candidatus Falkowbacteria	Modern marine	6.008814931504517e-6
ASV 2314 Candidatus Falkowbacteria	Modern marine	6.759916797942582e-6
ASV 2315 Latescibacteria	Modern marine	5.007345776253764e-6
ASV 2316 Candidatus Falkowbacteria	Modern marine	5.508080353879141e-6
ASV 2317 Burkholderiaceae	Modern marine	6.008814931504517e-6
ASV 2318 Desulfobulbaceae	Modern marine	5.257713065066452e-6
ASV 2319 Omnitrophicaeota	Modern marine	5.508080353879141e-6
ASV 2320 MVP-15	Modern marine	4.756978487441076e-6
ASV 2321 Bacteria	Modern marine	2.0029383105015055e-6
ASV 2322 Betaproteobacteriales	Modern marine	6.759916797942582e-6
ASV 2323 Betaproteobacteriales	Modern marine	4.005876621003011e-6
ASV 2324 Campylobacterales	Modern marine	5.508080353879141e-6
ASV 2325 Burkholderiaceae	Modern marine	6.259182220317205e-6
ASV 2326 TA06	Modern marine	6.259182220317206e-6
ASV 2327 Rhizobiaceae	Modern marine	6.008814931504517e-6
ASV 2328 Betaproteobacteriales	Modern marine	5.007345776253765e-6
ASV 2329 MSB-4B10	Modern marine	5.007345776253765e-6
ASV 2330 Sulfurisoma	Modern marine	6.008814931504517e-6
ASV 2331 Sulfurifustis	Modern marine	6.509549509129893e-6
ASV 2332 JG30-KF-CM66	Modern marine	6.259182220317205e-6
ASV 2333 Treponema	Modern marine	5.508080353879141e-6
ASV 2334 Pseudomonas	Modern marine	6.008814931504517e-6
ASV 2335 Desulfomicrobium	Modern marine	5.508080353879141e-6
ASV 2336 Campylobacterales	Old saline	1.65020882316434e-5
ASV 2337 Rhizobiaceae	Old saline	1.7219570328671374e-5
ASV 2338 Candidatus Peribacteria	Old saline	1.65020882316434e-5
ASV 2339 Candidatus Peregrinibacteria	Old saline	1.5784606134615427e-5
ASV 2340 Syntrophaceae	Old saline	1.65020882316434e-5
ASV 2341 SPG12-343-353-B75	Old saline	7.892303067307714e-6
ASV 2342 WCHB1-41	Modern marine	7.01028408675527e-6
ASV 2343 Peptococcaceae	Modern marine	5.508080353879141e-6
ASV 2344 Desulfobacteraceae	Modern marine	5.257713065066452e-6
ASV 2345 Rhizobiales	Modern marine	5.758447642691829e-6
ASV 2346 Candidatus Azambacteria	Modern marine	4.2562439098156994e-6
ASV 2347 Candidatus Falkowbacteria	Modern marine	1.7525710216888175e-6
ASV 2348 Spirochaeta 2	Modern marine	2.7540401769395703e-6
ASV 2349 Alkanindiges	Modern marine	3.2547747545649467e-6
ASV 2350 Bacteria	Modern marine	5.758447642691829e-6
ASV 2351 661239	Modern marine	5.508080353879141e-6
ASV 2352 Omnitrophicaeota	Modern marine	5.508080353879141e-6
ASV 2353 Aminicenantales	Modern marine	3.505142043377635e-6
ASV 2354 WOR-1	Modern marine	4.005876621003011e-6
ASV 2355 IheB3-7	Modern marine	5.508080353879141e-6
ASV 2356 Candidatus Portnoybacteria	Modern marine	4.2562439098156994e-6
ASV 2357 Candidatus Komeilibacteria	Modern marine	2.253305599314194e-6
ASV 2358 Aminicenantales	Modern marine	2.253305599314194e-6
ASV 2359 Babeliales	Modern marine	5.508080353879141e-6
ASV 2360 Candidatus Uhrbacteria	Modern marine	1.5022037328761294e-6
ASV 2361 Bacteria	Modern marine	1.0014691552507528e-6
ASV 2362 Woesearchaeia	Modern marine	2.7540401769395703e-6
ASV 2363 CCM11a	Modern marine	1.2518364440634412e-6
ASV 2364 Woesearchaeia	Modern marine	7.511018664380647e-7
ASV 2365 Deltaproteobacteria	Modern marine	6.759916797942582e-6
ASV 2366 Dehalococcoidia	Modern marine	8.011753242006022e-6
ASV 2367 Magnetospirillum	Modern marine	6.0088149315045166e-6
ASV 2368 Omnitrophicaeota	Modern marine	5.257713065066452e-6
ASV 2369 Woesearchaeia	Modern marine	5.257713065066452e-6
ASV 2370 SPG12-343-353-B75	Old saline	1.5067124037587452e-5
ASV 2371 Burkholderiaceae	Old saline	1.5067124037587452e-5
ASV 2372 Gaiellales	Modern marine	5.508080353879141e-6
ASV 2373 Deltaproteobacteria	Modern marine	7.01028408675527e-6
ASV 2374 ADurb.Bin120	Modern marine	5.758447642691829e-6
ASV 2375 Thermodesulfovibrionia	Modern marine	2.253305599314194e-6
ASV 2376 GIF9	Modern marine	5.257713065066452e-6
ASV 2377 Parcubacteria	Modern marine	5.758447642691828e-6
ASV 2378 Omnitrophicaeota	Modern marine	5.758447642691829e-6
ASV 2379 Sulfurimonas	Old saline	1.5784606134615427e-5
ASV 2380 Aquincola	Old saline	1.4349641940559479e-5
ASV 2381 Desulfurivibrio	Modern marine	5.508080353879141e-6
ASV 2382 Paraherbaspirillum	Modern marine	5.508080353879141e-6
ASV 2383 Candidatus Falkowbacteria	Modern marine	5.257713065066452e-6
ASV 2384 Candidatus Falkowbacteria	Modern marine	5.508080353879141e-6
ASV 2385 Campylobacterales	Modern marine	5.257713065066452e-6
ASV 2386 Candidatus Falkowbacteria	Modern marine	5.508080353879141e-6
ASV 2387 Candidatus Falkowbacteria	Modern marine	6.509549509129893e-6
ASV 2388 Candidatus Falkowbacteria	Modern marine	6.008814931504517e-6
ASV 2389 Sva0485	Modern marine	5.758447642691829e-6
ASV 2390 Desulfobacteraceae	Modern marine	5.257713065066452e-6
ASV 2391 Thiobacillus	Modern marine	5.758447642691829e-6
ASV 2392 Sulfurimonas	Modern marine	6.259182220317205e-6
ASV 2393 Armatimonadetes	Modern marine	5.508080353879141e-6
ASV 2394 Sulfurisoma	Modern marine	5.758447642691829e-6
ASV 2395 Sulfurisoma	Modern marine	5.257713065066452e-6
ASV 2396 Micrarchaeia	Modern marine	5.257713065066452e-6
ASV 2397 Omnitrophicaeota	Modern marine	5.257713065066452e-6
ASV 2398 Margulisbacteria	Modern marine	5.508080353879141e-6
ASV 2399 Diplosphaera	Modern marine	5.257713065066452e-6
ASV 2400 Desulfomicrobium	Modern marine	6.008814931504517e-6
ASV 2401 Pseudoalteromonadaceae	Old saline	1.5067124037587452e-5
ASV 2402 Candidatus Nealsonbacteria	Old saline	1.3632159843531505e-5
ASV 2403 Betaproteobacteriales	Old saline	1.7219570328671374e-5
ASV 2404 Extensimonas	Old saline	1.65020882316434e-5
ASV 2405 Sphingobacteriales	Old saline	1.5784606134615427e-5
ASV 2406 Syntrophus	Old saline	1.5067124037587452e-5
ASV 2407 Syntrophus	Modern marine	6.509549509129893e-6
ASV 2408 Peptococcaceae	Modern marine	6.008814931504517e-6
ASV 2409 Aureimonas	Modern marine	5.758447642691829e-6
ASV 2410 Woesearchaeia	Modern marine	5.257713065066453e-6
ASV 2411 Desulfovibrio	Modern marine	5.508080353879141e-6
ASV 2412 Dehalococcoidia	Modern marine	6.509549509129893e-6
ASV 2413 Sva0485	Meteoric	8.496113400755707e-4
ASV 2414 Candidatus Kaiserbacteria	Meteoric	2.6829831791860126e-4
ASV 2415 Woesearchaeia	Modern marine	5.257713065066452e-6
ASV 2416 Aenigmarchaeales	Modern marine	5.007345776253765e-6
ASV 2417 WOR-1	Modern marine	5.007345776253765e-6
ASV 2418 Thermodesulfovibrionia	Modern marine	5.257713065066453e-6
ASV 2419 Desulfovibrio	Modern marine	5.007345776253765e-6
ASV 2420 Omnitrophicaeota	Modern marine	5.257713065066452e-6
ASV 2421 Iainarchaeales	Modern marine	5.257713065066453e-6
ASV 2422 Berkelbacteria	Modern marine	2.0029383105015055e-6
ASV 2423 Candidatus Kerfeldbacteria	Modern marine	5.758447642691829e-6
ASV 2424 SEEP-SRB1	Modern marine	2.5036728881268823e-6
ASV 2425 CPR2	Modern marine	2.0029383105015055e-6
ASV 2426 Woesearchaeia	Modern marine	1.7525710216888175e-6
ASV 2427 Candidatus Peregrinibacteria	Modern marine	1.5022037328761294e-6
ASV 2428 Actinobacteria	Modern marine	1.7525710216888175e-6
ASV 2429 Bacteria	Modern marine	1.2518364440634412e-6
ASV 2430 Deltaproteobacteria	Modern marine	5.257713065066453e-6
ASV 2431 Sulfurimonas	Modern marine	5.257713065066452e-6
ASV 2432 MSBL5	Modern marine	5.257713065066452e-6
ASV 2433 Pedomicrobium	Modern marine	5.007345776253765e-6
ASV 2434 Iainarchaeales	Modern marine	5.007345776253765e-6
ASV 2435 Candidatus Yanofskybacteria	Modern marine	5.257713065066453e-6
ASV 2436 Woesearchaeia	Modern marine	5.508080353879141e-6
ASV 2437 vadinBA26	Modern marine	5.508080353879141e-6
ASV 2438 Desulfobacteraceae	Old saline	1.65020882316434e-5
ASV 2439 Desulfosarcina	Modern marine	1.7525710216888175e-6
ASV 2440 Paraherbaspirillum	Old saline	1.3632159843531504e-5
ASV 2441 Rhizobiaceae	Old saline	1.5784606134615427e-5
ASV 2442 Thiobacillus	Old saline	1.4349641940559479e-5
ASV 2443 Candidatus Azambacteria	Modern marine	5.508080353879141e-6
ASV 2444 Candidatus Falkowbacteria	Modern marine	4.756978487441076e-6
ASV 2445 Candidatus Falkowbacteria	Modern marine	5.007345776253765e-6
ASV 2446 Sphingorhabdus	Modern marine	6.259182220317205e-6
ASV 2447 Aminicenantales	Modern marine	5.257713065066452e-6
ASV 2448 GIF3	Modern marine	5.007345776253765e-6
ASV 2449 Omnitrophicaeota	Modern marine	5.007345776253765e-6
ASV 2450 Campylobacterales	Modern marine	5.007345776253765e-6
ASV 2451 Campylobacterales	Modern marine	5.007345776253765e-6
ASV 2452 Omnitrophicaeota	Modern marine	5.257713065066453e-6
ASV 2453 Candidatus Buchananbacteria	Modern marine	5.007345776253765e-6
ASV 2454 Bacteria	Old saline	1.3632159843531504e-5
ASV 2455 Campylobacterales	Old saline	1.65020882316434e-5
ASV 2456 Campylobacterales	Old saline	1.4349641940559479e-5
ASV 2457 Anaerolineaceae	Old saline	1.1479713552447582e-5
ASV 2458 MSBL5	Old saline	1.2197195649475557e-5
ASV 2459 Aquincola	Old saline	1.3632159843531504e-5
ASV 2460 Aquincola	Old saline	1.4349641940559479e-5
ASV 2461 Paraherbaspirillum	Modern marine	5.257713065066452e-6
ASV 2462 Thiobacillus	Modern marine	6.509549509129893e-6
ASV 2463 SAR202 clade	Modern marine	5.5080803538791415e-6
ASV 2464 Parcubacteria	Modern marine	5.007345776253765e-6
ASV 2465 Candidatus Falkowbacteria	Modern marine	5.007345776253765e-6
ASV 2466 Candidatus Falkowbacteria	Modern marine	5.257713065066452e-6
ASV 2467 Candidatus Falkowbacteria	Modern marine	5.508080353879141e-6
ASV 2468 Candidatus Falkowbacteria	Modern marine	6.259182220317205e-6
ASV 2469 Candidatus Falkowbacteria	Modern marine	5.508080353879141e-6
ASV 2470 Candidatus Liptonbacteria	Modern marine	5.508080353879141e-6
ASV 2471 Candidatus Falkowbacteria	Modern marine	5.007345776253765e-6
ASV 2472 Candidatus Falkowbacteria	Modern marine	5.007345776253765e-6
ASV 2473 Candidatus Falkowbacteria	Modern marine	5.007345776253765e-6
ASV 2474 Desulfovibrio	Modern marine	5.508080353879141e-6
ASV 2475 Paraherbaspirillum	Modern marine	5.007345776253765e-6
ASV 2476 Betaproteobacteriales	Modern marine	4.756978487441076e-6
ASV 2477 Candidatus Falkowbacteria	Modern marine	8.512487819631399e-6
ASV 2478 B1-7BS	Modern marine	4.756978487441076e-6
ASV 2479 IheB3-7	Modern marine	5.007345776253765e-6
ASV 2480 Candidatus Yanofskybacteria	Modern marine	7.511018664380647e-7
ASV 2481 Candidatus Kuenenbacteria	Modern marine	2.5036728881268823e-6
ASV 2482 Candidatus Nomurabacteria	Modern marine	3.505142043377635e-6
ASV 2483 Thiobacillus	Modern marine	5.758447642691829e-6
ASV 2484 Sulfurimonas	Modern marine	5.508080353879141e-6
ASV 2485 Simkaniaceae	Modern marine	5.257713065066452e-6
ASV 2486 Desulfobacteraceae	Modern marine	5.257713065066452e-6
ASV 2487 Campylobacterales	Modern marine	5.007345776253765e-6
ASV 2488 Sphingomonas	Modern marine	5.007345776253765e-6
ASV 2489 Bacteria	Modern marine	5.257713065066452e-6
ASV 2490 Rhodocyclaceae	Modern marine	5.758447642691829e-6
ASV 2491 Rhodocyclaceae	Modern marine	6.759916797942582e-6
ASV 2492 Thiobacillus	Modern marine	5.508080353879141e-6
ASV 2493 Desulfobacula	Modern marine	5.758447642691829e-6
ASV 2494 Woesearchaeia	Modern marine	5.007345776253765e-6
ASV 2495 WCHB1-81	Modern marine	5.007345776253765e-6
ASV 2496 Desulfocarbo	Modern marine	5.758447642691829e-6
ASV 2497 Babeliales	Modern marine	5.508080353879141e-6
ASV 2498 Hydrogenophilaceae	Modern marine	5.508080353879141e-6
ASV 2499 Zixibacteria	Modern marine	8.011753242006022e-6
ASV 2500 Planctomycetes	Modern marine	7.2606513755679586e-6
ASV 2501 Rhizobiaceae	Modern marine	5.007345776253765e-6
ASV 2502 Desulfomicrobium	Modern marine	5.007345776253765e-6
ASV 2503 GIF3	Old saline	1.5067124037587452e-5
ASV 2504 Candidatus Paceibacter	Old saline	1.65020882316434e-5
ASV 2505 Desulfatibacillum	Old saline	1.7219570328671374e-5
ASV 2506 Burkholderiaceae	Old saline	1.4349641940559479e-5
ASV 2507 Desulfosporosinus	Modern marine	5.758447642691829e-6
ASV 2508 Desulfobacula	Modern marine	5.007345776253765e-6
ASV 2509 Paraherbaspirillum	Modern marine	5.257713065066452e-6
ASV 2510 Hyphomicrobiaceae	Modern marine	4.756978487441076e-6
ASV 2511 Napoli-4B-65	Modern marine	5.758447642691829e-6
ASV 2512 SEEP-SRB1	Modern marine	5.257713065066452e-6
ASV 2513 GIF3	Modern marine	5.508080353879141e-6
ASV 2514 Izimaplasmataceae	Modern marine	5.257713065066453e-6
ASV 2515 Bacteria	Modern marine	5.007345776253765e-6
ASV 2516 Omnitrophicaeota	Modern marine	5.257713065066452e-6
ASV 2517 Sva0485	Modern marine	5.007345776253765e-6
ASV 2518 Gammaproteobacteria	Old saline	1.0044749358391635e-5
ASV 2519 Napoli-4B-65	Modern marine	4.756978487441076e-6
ASV 2520 Dehalococcoidia	Modern marine	4.506611198628388e-6
ASV 2521 Lineage IV	Modern marine	2.7540401769395703e-6
ASV 2522 WOR-1	Modern marine	5.007345776253765e-6
ASV 2523 Candidatus Staskawiczbacteria	Modern marine	4.756978487441076e-6
ASV 2524 Pir4 lineage	Modern marine	2.0029383105015055e-6
ASV 2525 Candidatus Kerfeldbacteria	Modern marine	2.5036728881268823e-6
ASV 2526 Bacteroidetes vadinHA17	Modern marine	2.253305599314194e-6
ASV 2527 Woesearchaeia	Modern marine	2.0029383105015055e-6
ASV 2528 Woesearchaeia	Modern marine	7.761385953193334e-6
ASV 2529 ADurb.Bin180	Modern marine	4.756978487441076e-6
ASV 2530 Pedomicrobium	Modern marine	7.761385953193335e-6
ASV 2531 Gemmatimonadaceae	Modern marine	4.756978487441076e-6
ASV 2532 Betaproteobacteriales	Old saline	1.3632159843531504e-5
ASV 2533 Betaproteobacteriales	Old saline	1.5067124037587452e-5
ASV 2534 WCHB1-81	Modern marine	5.007345776253765e-6
ASV 2535 WS2	Modern marine	3.2547747545649467e-6
ASV 2536 Sh765B-AG-111	Modern marine	5.007345776253765e-6
ASV 2537 Rhodobacter	Modern marine	4.756978487441076e-6
ASV 2538 GIF3	Modern marine	4.756978487441076e-6
ASV 2539 Candidatus Azambacteria	Modern marine	4.756978487441076e-6
ASV 2540 Candidatus Desulforudis	Modern marine	5.257713065066452e-6
ASV 2541 Candidatus Magasanikbacteria	Modern marine	4.756978487441076e-6
ASV 2542 Campylobacterales	Old saline	1.5784606134615427e-5
ASV 2543 Campylobacterales	Old saline	1.3632159843531504e-5
ASV 2544 Candidatus Zambryskibacteria	Old saline	1.3632159843531504e-5
ASV 2545 Aquincola	Old saline	1.5067124037587452e-5
ASV 2546 Betaproteobacteriales	Modern marine	3.755509332190323e-6
ASV 2547 Paraherbaspirillum	Modern marine	4.005876621003011e-6
ASV 2548 Candidatus Falkowbacteria	Modern marine	5.007345776253765e-6
ASV 2549 Candidatus Falkowbacteria	Modern marine	4.756978487441076e-6
ASV 2550 Parcubacteria	Modern marine	4.756978487441076e-6
ASV 2551 Parcubacteria	Modern marine	5.257713065066452e-6
ASV 2552 Pir4 lineage	Modern marine	5.007345776253765e-6
ASV 2553 Candidatus Falkowbacteria	Modern marine	5.257713065066452e-6
ASV 2554 Sh765B-AG-111	Modern marine	4.506611198628388e-6
ASV 2555 Gallionella	Modern marine	5.007345776253765e-6
ASV 2556 Aenigmarchaeales	Modern marine	7.511018664380647e-7
ASV 2557 Campylobacterales	Modern marine	5.257713065066452e-6
ASV 2558 Campylobacterales	Modern marine	5.508080353879141e-6
ASV 2559 Sulfurimonas	Modern marine	4.756978487441076e-6
ASV 2560 Burkholderiaceae	Modern marine	5.007345776253765e-6
ASV 2561 Burkholderiaceae	Modern marine	5.007345776253765e-6
ASV 2562 Desulfurivibrio	Modern marine	8.512487819631399e-6
ASV 2563 Rhodocyclaceae	Modern marine	5.007345776253765e-6
ASV 2564 TRA3-20	Modern marine	4.756978487441076e-6
ASV 2565 Desulfatiglans	Modern marine	4.756978487441076e-6
ASV 2566 Dehalococcoidia	Modern marine	5.508080353879141e-6
ASV 2567 Omnitrophicaeota	Modern marine	5.007345776253765e-6
ASV 2568 Solibacteraceae (Subgroup_3)	Modern marine	4.756978487441076e-6
ASV 2569 Coxiella	Modern marine	5.007345776253765e-6
ASV 2570 LCP-89	Modern marine	4.756978487441076e-6
ASV 2571 Betaproteobacteriales	Modern marine	5.758447642691829e-6
ASV 2572 Zixibacteria	Modern marine	5.007345776253765e-6
ASV 2573 Bacteria	Modern marine	5.257713065066452e-6
ASV 2574 Burkholderiaceae	Modern marine	5.007345776253765e-6
ASV 2575 Rhodocyclaceae	Modern marine	5.508080353879141e-6
ASV 2576 Myxococcales	Modern marine	5.257713065066453e-6
ASV 2577 Lineage IIc	Old saline	1.3632159843531504e-5
ASV 2578 Omnitrophicaeota	Old saline	1.3632159843531504e-5
ASV 2579 Rhodocyclaceae	Old saline	1.4349641940559479e-5
ASV 2580 GWC2-45-44	Old saline	1.3632159843531504e-5
ASV 2581 Comamonas	Old saline	1.4349641940559479e-5
ASV 2582 Proteobacteria	Modern marine	4.756978487441076e-6
ASV 2583 GIF3	Modern marine	5.257713065066452e-6
ASV 2584 Omnitrophicaeota	Modern marine	4.756978487441076e-6
ASV 2585 Peptococcaceae	Modern marine	4.756978487441076e-6
